message,timestamp
"
10 vulnerabilities (1 low, 6 moderate, 3 high)

To address issues that do not require attention, run:
  npm audit fix

To address all issues (including breaking changes), run:
  npm audit fix --force

Run `npm audit` for details.
",2025-12-05T16:28:52.940991807Z
[test 1/3] RUN npm ci,2025-12-05T16:28:53.480149361Z
[test 2/3] COPY . .,2025-12-05T16:28:53.481665683Z
[test 2/3] COPY . .,2025-12-05T16:28:54.168098091Z
[test 3/3] RUN npm run typecheck &&     npm run lint &&     npm run test:coverage,2025-12-05T16:28:54.172172447Z
"
> workshopsai-cms@1.0.0 typecheck
> tsc --noEmit

",2025-12-05T16:28:54.44893175Z
"src/middleware/api-optimization.ts(13,10): error TS2305: Module '""compression""' has no exported member 'compress'.
",2025-12-05T16:29:15.814577462Z
"src/middleware/api-optimization.ts(142,9): error TS2322: Type '(value: unknown) => void' is not assignable to type 'never'.
",2025-12-05T16:29:15.81470254Z
"src/middleware/api-optimization.ts(143,9): error TS2322: Type '(reason?: any) => void' is not assignable to type 'never'.
src/middleware/api-optimization.ts(154,16): error TS7006: Parameter 'req' implicitly has an 'any' type.
",2025-12-05T16:29:15.814719837Z
"src/middleware/api-optimization.ts(154,21): error TS7006: Parameter 'res' implicitly has an 'any' type.
src/middleware/api-optimization.ts(258,18): error TS2683: 'this' implicitly has type 'any' because it does not have a type annotation.
src/middleware/api-optimization.ts(261,34): error TS2683: 'this' implicitly has type 'any' because it does not have a type annotation.
src/middleware/enhanced-performance-middleware.ts(66,75): error TS2339: Property 'generateRequestId' does not exist on type 'Response<any, Record<string, any>>'.
",2025-12-05T16:29:15.814882314Z
"src/middleware/enhanced-performance-middleware.ts(74,14): error TS2339: Property 'updateEnhancedMetrics' does not exist on type 'Response<any, Record<string, any>>'.
",2025-12-05T16:29:15.81495383Z
"src/middleware/enhanced-performance-middleware.ts(93,40): error TS2345: Argument of type 'any[]' is not assignable to parameter of type '[chunk: any, encoding: BufferEncoding, cb?: (() => void) | undefined]'.
  Target requires 2 element(s) but source may have fewer.
",2025-12-05T16:29:15.814980336Z
"src/middleware/enhanced-performance-middleware.ts(94,14): error TS2769: No overload matches this call.
  Overload 1 of 2, '(this: (this: Response<any, Record<string, any>>, ...args: any[]) => Response<any, Record<string, any>>, thisArg: Response<any, Record<string, any>>): (...args: any[]) => Response<...>', gave the following error.
    Argument of type 'this' is not assignable to parameter of type 'Response<any, Record<string, any>>'.
      Type 'EnhancedPerformanceMiddleware' is missing the following properties from type 'Response<any, Record<string, any>>': status, sendStatus, links, send, and 90 more.
  Overload 2 of 2, '(this: (this: Response<any, Record<string, any>>, ...args: any[]) => Response<any, Record<string, any>>, thisArg: Response<any, Record<string, any>>): (...args: any[]) => Response<...>', gave the following error.
    Argument of type 'this' is not assignable to parameter of type 'Response<any, Record<string, any>>'.
      Type 'EnhancedPerformanceMiddleware' is missing the following properties from type 'Response<any, Record<string, any>>': status, sendStatus, links, send, and 90 more.
",2025-12-05T16:29:15.815015281Z
"src/middleware/enhanced-performance-middleware.ts(126,12): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815239186Z
"src/middleware/enhanced-performance-middleware.ts(330,13): error TS7053: Element implicitly has an 'any' type because expression of type '""duration""' can't be used to index type '{ method: string; url: string; headers: { [key: string]: string | string[] | undefined; accept?: string | undefined; ""accept-encoding""?: string | undefined; ""accept-language""?: string | undefined; ... 64 more ...; ""www-authenticate""?: string | undefined; }; body: any; startTime: number; }'.
  Property 'duration' does not exist on type '{ method: string; url: string; headers: { [key: string]: string | string[] | undefined; accept?: string | undefined; ""accept-encoding""?: string | undefined; ""accept-language""?: string | undefined; ... 64 more ...; ""www-authenticate""?: string | undefined; }; body: any; startTime: number; }'.
",2025-12-05T16:29:15.81525309Z
"src/middleware/enhanced-performance-middleware.ts(331,13): error TS7053: Element implicitly has an 'any' type because expression of type '""statusCode""' can't be used to index type '{ method: string; url: string; headers: { [key: string]: string | string[] | undefined; accept?: string | undefined; ""accept-encoding""?: string | undefined; ""accept-language""?: string | undefined; ... 64 more ...; ""www-authenticate""?: string | undefined; }; body: any; startTime: number; }'.
  Property 'statusCode' does not exist on type '{ method: string; url: string; headers: { [key: string]: string | string[] | undefined; accept?: string | undefined; ""accept-encoding""?: string | undefined; ""accept-language""?: string | undefined; ... 64 more ...; ""www-authenticate""?: string | undefined; }; body: any; startTime: number; }'.
src/middleware/enhanced-performance-middleware.ts(332,13): error TS7053: Element implicitly has an 'any' type because expression of type '""responseHeaders""' can't be used to index type '{ method: string; url: string; headers: { [key: string]: string | string[] | undefined; accept?: string | undefined; ""accept-encoding""?: string | undefined; ""accept-language""?: string | undefined; ... 64 more ...; ""www-authenticate""?: string | undefined; }; body: any; startTime: number; }'.
  Property 'responseHeaders' does not exist on type '{ method: string; url: string; headers: { [key: string]: string | string[] | undefined; accept?: string | undefined; ""accept-encoding""?: string | undefined; ""accept-language""?: string | undefined; ... 64 more ...; ""www-authenticate""?: string | undefined; }; body: any; startTime: number; }'.
",2025-12-05T16:29:15.815348297Z
"src/middleware/enhanced-performance-middleware.ts(418,9): error TS2322: Type 'Response<any, Record<string, any>>' is not assignable to type 'void'.
",2025-12-05T16:29:15.815365722Z
"src/middleware/fileUpload.ts(79,3): error TS2353: Object literal may only specify known properties, and 'scanForVયુસes' does not exist in type 'FileUploadConfig'.
",2025-12-05T16:29:15.815487897Z
"src/middleware/fileUpload.ts(177,26): error TS2341: Property 'client' is private and only accessible within class 'RedisService'.
",2025-12-05T16:29:15.81551052Z
"src/middleware/fileUpload.ts(212,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815539751Z
"src/middleware/fileUpload.ts(237,61): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815602125Z
"src/middleware/fileUpload.ts(380,24): error TS18046: 'fileError' is of type 'unknown'.
",2025-12-05T16:29:15.815615495Z
"src/middleware/fileUpload.ts(400,34): error TS2341: Property 'client' is private and only accessible within class 'RedisService'.
",2025-12-05T16:29:15.815621554Z
"src/middleware/fileUpload.ts(421,22): error TS18046: 'error' is of type 'unknown'.
src/middleware/fileUpload.ts(429,18): error TS18046: 'error' is of type 'unknown'.
src/middleware/fileUpload.ts(504,23): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815730538Z
"src/middleware/fileUpload.ts(515,45): error TS2341: Property 'client' is private and only accessible within class 'RedisService'.
",2025-12-05T16:29:15.81574417Z
"src/middleware/fileUpload.ts(537,16): error TS18046: 'error' is of type 'unknown'.
src/middleware/fileUpload.ts(545,23): error TS7030: Not all code paths return a value.
src/middleware/fileUpload.ts(557,24): error TS2341: Property 'client' is private and only accessible within class 'RedisService'.
src/middleware/fileUpload.ts(570,16): error TS18046: 'error' is of type 'unknown'.
",2025-12-05T16:29:15.815813742Z
"src/middleware/gdpr-middleware.ts(35,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815820512Z
"src/middleware/gdpr-middleware.ts(498,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815854095Z
"src/middleware/gdpr-middleware.ts(544,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815863456Z
"src/middleware/i18nMiddleware.ts(182,45): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815877211Z
"src/middleware/i18nMiddleware.ts(244,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.815887124Z
"src/middleware/performanceMiddleware.ts(41,75): error TS2339: Property 'generateRequestId' does not exist on type 'Response<any, Record<string, any>>'.
",2025-12-05T16:29:15.815918084Z
"src/middleware/performanceMiddleware.ts(44,14): error TS2339: Property 'updateMetrics' does not exist on type 'Response<any, Record<string, any>>'.
",2025-12-05T16:29:15.815947838Z
"src/middleware/performanceMiddleware.ts(57,40): error TS2345: Argument of type 'any[]' is not assignable to parameter of type '[chunk: any, encoding: BufferEncoding, cb?: (() => void) | undefined]'.
  Target requires 2 element(s) but source may have fewer.
",2025-12-05T16:29:15.815987411Z
"src/middleware/performanceMiddleware.ts(58,14): error TS2769: No overload matches this call.
  Overload 1 of 2, '(this: (this: Response<any, Record<string, any>>, ...args: any[]) => Response<any, Record<string, any>>, thisArg: Response<any, Record<string, any>>): (...args: any[]) => Response<...>', gave the following error.
    Argument of type 'this' is not assignable to parameter of type 'Response<any, Record<string, any>>'.
      Type 'PerformanceMiddleware' is missing the following properties from type 'Response<any, Record<string, any>>': status, sendStatus, links, send, and 90 more.
  Overload 2 of 2, '(this: (this: Response<any, Record<string, any>>, ...args: any[]) => Response<any, Record<string, any>>, thisArg: Response<any, Record<string, any>>): (...args: any[]) => Response<...>', gave the following error.
    Argument of type 'this' is not assignable to parameter of type 'Response<any, Record<string, any>>'.
      Type 'PerformanceMiddleware' is missing the following properties from type 'Response<any, Record<string, any>>': status, sendStatus, links, send, and 90 more.
",2025-12-05T16:29:15.816002937Z
"src/middleware/performanceMiddleware.ts(80,12): error TS7030: Not all code paths return a value.
src/middleware/responseRateLimit.ts(50,28): error TS2339: Property 'setex' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816057314Z
"src/middleware/responseRateLimit.ts(146,41): error TS2339: Property 'get' does not exist on type 'RedisService'.
src/middleware/responseRateLimit.ts(166,26): error TS2339: Property 'setex' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816065881Z
"src/middleware/responseRateLimit.ts(183,26): error TS2339: Property 'del' does not exist on type 'RedisService'.
src/middleware/responseRateLimit.ts(220,50): error TS2339: Property 'get' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816073915Z
"src/middleware/responseRateLimit.ts(223,49): error TS2339: Property 'get' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816095936Z
"src/middleware/responseRateLimit.ts(240,42): error TS2339: Property 'get' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816101623Z
"src/middleware/responseRateLimit.ts(274,26): error TS2339: Property 'lpush' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816105729Z
"src/middleware/responseRateLimit.ts(278,26): error TS2339: Property 'ltrim' does not exist on type 'RedisService'.
src/middleware/responseRateLimit.ts(279,26): error TS2339: Property 'expire' does not exist on type 'RedisService'.
src/middleware/responseRateLimit.ts(282,26): error TS2339: Property 'incr' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816142179Z
"src/middleware/responseRateLimit.ts(285,26): error TS2339: Property 'expire' does not exist on type 'RedisService'.
src/middleware/responseRateLimit.ts(291,42): error TS2339: Property 'get' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816149152Z
"src/middleware/responseRateLimit.ts(293,28): error TS2339: Property 'set' does not exist on type 'RedisService'.
src/middleware/responseRateLimit.ts(294,28): error TS2339: Property 'expire' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816191032Z
"src/middleware/responseRateLimit.ts(304,26): error TS2339: Property 'incr' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816203827Z
"src/middleware/responseRateLimit.ts(305,26): error TS2339: Property 'expire' does not exist on type 'RedisService'.
src/middleware/responseRateLimit.ts(307,26): error TS2339: Property 'lpush' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816209006Z
"src/middleware/responseRateLimit.ts(314,26): error TS2339: Property 'ltrim' does not exist on type 'RedisService'.
",2025-12-05T16:29:15.816221948Z
"src/middleware/security.ts(214,10): error TS7030: Not all code paths return a value.
src/middleware/security.ts(230,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816246163Z
"src/middleware/security.ts(246,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816266324Z
"src/models/bilingualSchema.ts(14,21): error TS2724: '""drizzle-orm""' has no exported member named 'one'. Did you mean 'One'?
",2025-12-05T16:29:15.816312956Z
"src/models/bilingualSchema.ts(14,26): error TS2724: '""drizzle-orm""' has no exported member named 'many'. Did you mean 'Many'?
",2025-12-05T16:29:15.816366225Z
"src/models/bilingualSchema.ts(15,23): error TS2307: Cannot find module './schema' or its corresponding type declarations.
",2025-12-05T16:29:15.816405953Z
"src/models/vector-schema.ts(10,3): error TS2305: Module '""drizzle-orm/pg-core""' has no exported member 'sql'.
",2025-12-05T16:29:15.816418995Z
"src/models/vector-schema.ts(86,8): error TS2339: Property 'unique' does not exist on type 'IndexBuilder'.
",2025-12-05T16:29:15.816423552Z
"src/queues/workshopAnalysisQueue.ts(9,10): error TS2724: '""../services/anonymizationService""' has no exported member named 'anonymizationService'. Did you mean 'AnonymizationService'?
src/queues/workshopAnalysisQueue.ts(10,10): error TS2724: '""../services/workshopIntelligenceService""' has no exported member named 'workshopIntelligenceService'. Did you mean 'WorkshopIntelligenceService'?
src/queues/workshopAnalysisQueue.ts(13,3): error TS2724: '""../models/postgresql-schema""' has no exported member named 'workshopLlmAnalyses'. Did you mean 'workshopLLMAnalyses'?
",2025-12-05T16:29:15.81650222Z
"src/queues/workshopAnalysisQueue.ts(14,3): error TS2305: Module '""../models/postgresql-schema""' has no exported member 'analysisResults'.
",2025-12-05T16:29:15.816524393Z
"src/queues/workshopAnalysisQueue.ts(105,29): error TS7006: Parameter 'q' implicitly has an 'any' type.
src/queues/workshopAnalysisQueue.ts(109,55): error TS7006: Parameter 'contrib' implicitly has an 'any' type.
",2025-12-05T16:29:15.816533499Z
"src/queues/workshopAnalysisQueue.ts(111,39): error TS7006: Parameter 'ans' implicitly has an 'any' type.
src/routes/api/analysis.ts(76,58): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816599658Z
"src/routes/api/analysis.ts(144,52): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816620705Z
"src/routes/api/analysis.ts(164,57): error TS2339: Property 'getJobStatus' does not exist on type 'EnhancedLLMAnalysisWorker'.
",2025-12-05T16:29:15.816626605Z
"src/routes/api/analysis.ts(206,53): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816630728Z
"src/routes/api/analysis.ts(231,37): error TS2339: Property 'cancelJob' does not exist on type 'EnhancedLLMAnalysisWorker'.
src/routes/api/analysis.ts(250,41): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816683641Z
"src/routes/api/analysis.ts(320,53): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816691798Z
"src/routes/api/analysis.ts(334,17): error TS2353: Object literal may only specify known properties, and 'firstName' does not exist in type '{ id?: boolean | undefined; openId?: boolean | undefined; name?: boolean | undefined; email?: boolean | undefined; password?: boolean | undefined; loginMethod?: boolean | undefined; ... 8 more ...; deletedAt?: boolean | undefined; }'.
src/routes/api/analysis.ts(350,18): error TS2551: Property 'questionnaire' does not exist on type '{ status: ""pending"" | ""completed"" | ""processing"" | ""failed""; id: string; createdAt: Date; questionnaireId: string; metadata: { model: string; promptVersion: string; tokensUsed: number; processingTimeMs: number; confidenceScore: number; responseCount: number; anonymizationLevel: ""partial"" | ""full""; } | null; ... 5 mo...'. Did you mean 'questionnaireId'?
",2025-12-05T16:29:15.816714461Z
"src/routes/api/analysis.ts(381,66): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816735617Z
"src/routes/api/analysis.ts(443,61): error TS7030: Not all code paths return a value.
src/routes/api/analysis.ts(491,67): error TS2339: Property 'answer' does not exist on type 'Promise<{ id: string; questionId: string; answer: any; metadata: any; anonymizationResult: AnonymizationResult; }>'.
",2025-12-05T16:29:15.816777923Z
"src/routes/api/analysis.ts(501,45): error TS2339: Property 'titleI18n' does not exist on type '{ status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; workshopId: string | null; settings: { anonymous: boolean; ... 5 more ...; questionStyle: ""first_person_plural"" | ""third_person""; } | null; ... 5 more ...; instructions: unknown; }'.
",2025-12-05T16:29:15.816800715Z
"src/routes/api/analysis.ts(573,39): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.81680946Z
"src/routes/api/analysis.ts(603,7): error TS2345: Argument of type '{ where: SQL<unknown>; } | {}' is not assignable to parameter of type 'KnownKeysOnly<{ where: SQL<unknown>; }, DBQueryConfig<""many"", true, ExtractTablesWithRelations<{ users: PgTableWithColumns<{ name: ""users""; schema: undefined; columns: { id: PgColumn<{ name: ""id""; tableName: ""users""; dataType: ""string""; columnType: ""PgUUID""; data: string; ... 9 more ...; generated: undefined; }, {},...'.
  Property 'where' is missing in type '{}' but required in type 'KnownKeysOnly<{ where: SQL<unknown>; }, DBQueryConfig<""many"", true, ExtractTablesWithRelations<{ users: PgTableWithColumns<{ name: ""users""; schema: undefined; columns: { id: PgColumn<{ name: ""id""; tableName: ""users""; dataType: ""string""; columnType: ""PgUUID""; data: string; ... 9 more ...; generated: undefined; }, {},...'.
",2025-12-05T16:29:15.81684331Z
"src/routes/api/analysis.ts(620,44): error TS2367: This comparison appears to be unintentional because the types '""thematic"" | ""clusters"" | ""contradictions"" | ""insights"" | ""recommendations""' and '""sentiment""' have no overlap.
",2025-12-05T16:29:15.816853081Z
"src/routes/api/analysis.ts(649,45): error TS7030: Not all code paths return a value.
src/routes/api/analysis.ts(681,96): error TS2339: Property 'answer' does not exist on type 'Promise<{ id: string; questionId: string; answer: any; metadata: any; anonymizationResult: AnonymizationResult; }>'.
",2025-12-05T16:29:15.816882357Z
"src/routes/api/analysis.ts(696,34): error TS2339: Property 'titleI18n' does not exist on type '{ status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; workshopId: string | null; settings: { anonymous: boolean; ... 5 more ...; questionStyle: ""first_person_plural"" | ""third_person""; } | null; ... 5 more ...; instructions: unknown; }'.
",2025-12-05T16:29:15.816906917Z
"src/routes/api/analysis.ts(742,57): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.816912129Z
"src/routes/api/analysis.ts(778,67): error TS2339: Property 'answer' does not exist on type 'Promise<{ id: string; questionId: string; answer: any; metadata: any; anonymizationResult: AnonymizationResult; }>'.
",2025-12-05T16:29:15.816924619Z
"src/routes/api/analysis.ts(796,34): error TS2339: Property 'titleI18n' does not exist on type '{ status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; workshopId: string | null; settings: { anonymous: boolean; ... 5 more ...; questionStyle: ""first_person_plural"" | ""third_person""; } | null; ... 5 more ...; instructions: unknown; }'.
",2025-12-05T16:29:15.816941553Z
"src/routes/api/analysis.ts(797,41): error TS2551: Property 'instructionsI18n' does not exist on type '{ status: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; id: string; createdAt: Date; updatedAt: Date; workshopId: string | null; settings: { anonymous: boolean; ... 5 more ...; questionStyle: ""first_person_plural"" | ""third_person""; } | null; ... 5 more ...; instructions: unknown; }'. Did you mean 'instructions'?
src/routes/api/email-integration.ts(22,3): error TS7030: Not all code paths return a value.
src/routes/api/email-integration.ts(92,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817015672Z
"src/routes/api/email-integration.ts(147,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817033644Z
"src/routes/api/email-integration.ts(205,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817059314Z
"src/routes/api/email-integration.ts(250,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817064233Z
"src/routes/api/email-integration.ts(285,3): error TS7030: Not all code paths return a value.
src/routes/api/email-integration.ts(321,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817099493Z
"src/routes/api/email-integration.ts(359,3): error TS7030: Not all code paths return a value.
src/routes/api/email-integration.ts(397,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817131329Z
"src/routes/api/email-integration.ts(451,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817150542Z
"src/routes/api/email-integration.ts(489,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817167836Z
"src/routes/api/enhanced-performance.ts(98,25): error TS2339: Property 'uptime' does not exist on type 'DetailedMetrics'.
",2025-12-05T16:29:15.817194822Z
"src/routes/api/enhanced-performance.ts(115,37): error TS2339: Property 'totalSize' does not exist on type '{ hitCount: number; missCount: number; hitRate: number; size: number; maxSize: number; evictions: number; memoryUsage: number; hotKeys: number; }'.
",2025-12-05T16:29:15.817204782Z
"src/routes/api/enhanced-performance.ts(343,32): error TS2339: Property 'uptime' does not exist on type 'DetailedMetrics'.
",2025-12-05T16:29:15.81722735Z
"src/routes/api/files-signed.ts(13,23): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.81724558Z
"src/routes/api/files-signed.ts(25,41): error TS2341: Property 'client' is private and only accessible within class 'RedisService'.
",2025-12-05T16:29:15.817262492Z
"src/routes/api/files-signed.ts(97,16): error TS18046: 'error' is of type 'unknown'.
",2025-12-05T16:29:15.817445475Z
"src/routes/api/performance.ts(101,37): error TS2339: Property 'totalSize' does not exist on type '{ hitCount: number; missCount: number; hitRate: number; size: number; maxSize: number; evictions: number; }'.
src/routes/api/performance.ts(136,35): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817464661Z
"src/routes/api/performance.ts(180,23): error TS7030: Not all code paths return a value.
src/routes/api/performance.ts(333,34): error TS7030: Not all code paths return a value.
src/routes/api/preview.ts(43,32): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817529517Z
"src/routes/api/preview.ts(85,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817535313Z
"src/routes/api/preview.ts(131,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817564573Z
"src/routes/api/preview.ts(440,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817573618Z
"src/routes/api/preview.ts(486,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.81759297Z
"src/routes/api/preview.ts(635,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817616406Z
"src/routes/api/preview.ts(708,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817620813Z
"src/routes/api/questionnaires-new.ts(134,10): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817647202Z
"src/routes/api/questionnaires-new.ts(197,3): error TS7030: Not all code paths return a value.
src/routes/api/questionnaires-new.ts(302,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817674871Z
"src/routes/api/questionnaires-new.ts(371,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817689019Z
"src/routes/api/questionnaires-new.ts(412,3): error TS7030: Not all code paths return a value.
src/routes/api/questionnaires-new.ts(458,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817723588Z
"src/routes/api/questionnaires-new.ts(516,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817729944Z
"src/routes/api/questionnaires-new.ts(562,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.81775296Z
"src/routes/api/questionnaires-new.ts(603,3): error TS7030: Not all code paths return a value.
src/routes/api/questionnaires-new.ts(650,3): error TS7030: Not all code paths return a value.
src/routes/api/questionnaires-new.ts(696,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817820726Z
"src/routes/api/questionnaires-new.ts(749,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817829394Z
"src/routes/api/questionnaires-new.ts(797,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817852787Z
"src/routes/api/questionnaires-new.ts(844,3): error TS7030: Not all code paths return a value.
src/routes/api/questionnaires-new.ts(913,3): error TS7030: Not all code paths return a value.
",2025-12-05T16:29:15.817882953Z
"src/routes/api/questionnaires.ts(77,14): error TS2769: No overload matches this call.
  Overload 1 of 2, '(def: { icon: string | null; collapsed?: boolean | undefined; showProgress?: boolean | undefined; }): ZodDefault<ZodObject<{ collapsed: ZodDefault<ZodBoolean>; showProgress: ZodDefault<...>; icon: ZodNullable<...>; }, ""strip"", ZodTypeAny, { ...; }, { ...; }>>', gave the following error.
    Argument of type '{}' is not assignable to parameter of type '{ icon: string | null; collapsed?: boolean | undefined; showProgress?: boolean | undefined; }'.
      Property 'icon' is missing in type '{}' but required in type '{ icon: string | null; collapsed?: boolean | undefined; showProgress?: boolean | undefined; }'.
  Overload 2 of 2, '(def: () => { icon: string | null; collapsed?: boolean | undefined; showProgress?: boolean | undefined; }): ZodDefault<ZodObject<{ collapsed: ZodDefault<ZodBoolean>; showProgress: ZodDefault<...>; icon: ZodNullable<...>; }, ""strip"", ZodTypeAny, { ...; }, { ...; }>>', gave the following error.
    Argument of type '{}' is not assignable to parameter of type '() => { icon: string | null; collapsed?: boolean | undefined; showProgress?: boolean | undefined; }'.
      Type '{}' provides no match for the signature '(): { icon: string | null; collapsed?: boolean | undefined; showProgress?: boolean | undefined; }'.
",2025-12-05T16:29:15.817935437Z
"src/routes/api/questionnaires.ts(179,30): error TS2345: Argument of type 'string | ParsedQs | (string | ParsedQs)[]' is not assignable to parameter of type 'string'.
  Type 'ParsedQs' is not assignable to type 'string'.
",2025-12-05T16:29:15.817943358Z
"src/routes/api/questionnaires.ts(180,31): error TS2345: Argument of type 'string | ParsedQs | (string | ParsedQs)[]' is not assignable to parameter of type 'string'.
  Type 'ParsedQs' is not assignable to type 'string'.
",2025-12-05T16:29:15.817966954Z
"src/routes/api/questionnaires.ts(186,23): error TS2769: No overload matches this call.
  Overload 1 of 3, '(left: PgColumn<{ name: ""status""; tableName: ""questionnaires""; dataType: ""string""; columnType: ""PgEnumColumn""; data: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; driverParam: string; ... 8 more ...; generated: undefined; }, {}, {}>, right: ""draft"" | ... 4 more ... | ""analyzed""): SQL<...>', gave the following error.
    Argument of type 'string' is not assignable to parameter of type '""draft"" | ""published"" | SQLWrapper | ""review"" | ""closed"" | ""analyzed""'.
  Overload 2 of 3, '(left: Aliased<string>, right: string | SQLWrapper): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""status""; tableName: ""questionnaires""; dataType: ""string""; columnType: ""PgEnumColumn""; data: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; driverParam: string; notNull: true; ... 7 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'Aliased<string>'.
      Type 'PgColumn<{ name: ""status""; tableName: ""questionnaires""; dataType: ""string""; columnType: ""PgEnumColumn""; data: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; driverParam: string; notNull: true; ... 7 more ...; generated: undefined; }, {}, {}>' is missing the following properties from type 'Aliased<string>': sql, fieldAlias
  Overload 3 of 3, '(left: never, right: unknown): SQL<unknown>', gave the following error.
    Argument of type 'PgColumn<{ name: ""status""; tableName: ""questionnaires""; dataType: ""string""; columnType: ""PgEnumColumn""; data: ""draft"" | ""published"" | ""review"" | ""closed"" | ""analyzed""; driverParam: string; notNull: true; ... 7 more ...; generated: undefined; }, {}, {}>' is not assignable to parameter of type 'never'.
",2025-12-05T16:29:15.817990824Z
"src/routes/api/questionnaires.ts(207,11): error TS2353: Object literal may only specify known properties, and '_count' does not exist in type '{ workshop?: true | { columns?: { id?: boolean | undefined; slug?: boolean | undefined; titleI18n?: boolean | undefined; subtitleI18n?: boolean | undefined; descriptionI18n?: boolean | undefined; ... 21 more ...; deletedAt?: boolean | undefined; } | undefined; with?: { ...; } | undefined; extras?: Record<...> | ... ...'.
",2025-12-05T16:29:15.81801609Z
